Student_ID,Math,Science,English,Arts,Computer,Social_Studies,PE,Interest,Strength,Recommended_Career,Subjects_Needed
7889,82,85,76,53,61,87,57,Leadership,Social,Sociologist,Social Studies
7890,56,98,88,67,96,58,70,Painting,Science,Cybersecurity Analyst,"Computer, Math"
7891,80,72,94,51,95,97,100,Teaching,PE,Coach,"PE, Biology"
7892,61,84,51,64,60,51,83,Leadership,Science,Software Developer,"Computer, Math"
7893,88,74,97,94,76,95,59,Sports,English,Content Creator,English
7894,58,92,95,51,93,56,52,Event Management,English,Digital Marketer,"English, Business Studies"
7895,60,64,98,72,59,65,79,Painting,English,Digital Marketer,"English, Business Studies"
7896,69,51,59,98,82,95,57,Leadership,Arts,Fashion Designer,Arts
7897,86,59,90,61,83,54,100,Coding,PE,Coach,"PE, Biology"
7898,90,73,81,71,61,68,92,Teaching,PE,Coach,"PE, Biology"
7899,62,79,57,70,86,98,79,History,Social,Political Scientist,"History, Social Studies"
7900,70,94,56,77,71,53,64,History,Science,Cybersecurity Analyst,"Computer, Math"
7901,94,59,93,60,58,52,60,Painting,Math,Software Developer,"Computer, Math"
7902,53,73,84,68,89,52,81,Robotics,Computer,Engineer,"Math, Computer, Science"
7903,72,76,53,76,73,67,100,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
7904,98,75,68,68,80,91,97,Sports,Math,Game Developer,"Computer, Math"
7905,84,61,75,72,65,70,87,History,PE,Athlete,"PE, Biology"
7906,99,71,75,62,67,64,77,Nature,Math,Blockchain Developer,"Computer, Math"
7907,63,73,59,56,63,64,53,Healthcare,Science,Game Developer,"Computer, Math"
7908,78,56,80,66,99,96,61,History,Computer,Software Developer,"Computer, Math"
7909,50,53,74,93,78,85,54,Event Management,Arts,Interior Designer,"Arts, Math"
7910,77,77,81,78,78,70,64,Leadership,English,Content Creator,English
7911,68,51,88,87,80,61,90,History,PE,Fitness Entrepreneur,"PE, Business Studies"
7912,83,92,80,98,73,76,99,Coding,PE,Coach,"PE, Biology"
7913,75,98,63,67,56,73,65,Healthcare,Science,Game Developer,"Computer, Math"
7914,63,78,91,54,91,75,53,Event Management,English,Digital Marketer,"English, Business Studies"
7915,91,57,93,86,54,90,76,Event Management,English,Public Relations Manager,"English, Social Studies"
7916,64,78,62,56,82,97,82,Writing,Social,Sociologist,Social Studies
7917,63,95,75,90,62,99,57,Teaching,Social,Sociologist,Social Studies
7918,98,91,63,99,61,87,89,Healthcare,Arts,Animator,"Arts, Computer"
7919,70,75,54,68,76,54,70,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
7920,91,56,62,94,70,59,97,Teaching,PE,Fitness Entrepreneur,"PE, Business Studies"
7921,77,99,93,81,76,75,83,Event Management,Science,Blockchain Developer,"Computer, Math"
7922,53,72,51,65,68,62,90,Healthcare,PE,Fitness Entrepreneur,"PE, Business Studies"
7923,54,51,74,98,60,66,57,History,Arts,Graphic Designer,"Arts, Computer"
7924,89,57,68,62,68,58,55,Robotics,Math,Doctor,"Biology, Science"
7925,88,51,92,76,64,72,84,Coding,English,Content Creator,English
7926,77,62,57,95,63,92,58,Teaching,Arts,Fashion Designer,Arts
7927,74,70,76,93,92,61,90,Event Management,Arts,Interior Designer,"Arts, Math"
7928,51,62,81,81,63,91,100,Sports,PE,Athlete,"PE, Biology"
7929,51,72,74,71,74,99,61,Healthcare,Social,Political Scientist,"History, Social Studies"
7930,100,99,68,90,94,99,58,Writing,Math,Blockchain Developer,"Computer, Math"
7931,60,78,98,55,73,72,70,Teaching,English,Digital Marketer,"English, Business Studies"
7932,83,96,66,69,56,66,97,Coding,PE,Fitness Entrepreneur,"PE, Business Studies"
7933,98,70,77,71,64,58,94,Painting,Math,Game Developer,"Computer, Math"
7934,55,92,78,61,87,93,88,Writing,Social,Historian,"History, Social Studies"
7935,70,53,96,66,95,68,82,Sports,English,Journalist,"English, Social Studies"
7936,54,100,76,85,85,56,68,Sports,Science,Software Developer,"Computer, Math"
7937,77,74,51,100,74,87,91,Event Management,Arts,Fashion Designer,Arts
7938,83,64,99,68,95,100,77,Painting,Social,Sociologist,Social Studies
7939,98,76,81,76,56,59,95,Robotics,Math,Engineer,"Math, Computer, Science"
7940,55,85,90,73,65,71,83,Leadership,English,Content Creator,English
7941,50,99,61,76,75,92,68,Finance,Science,Blockchain Developer,"Computer, Math"
7942,74,60,91,54,54,67,93,Painting,PE,Coach,"PE, Biology"
7943,69,86,73,64,64,52,77,Painting,Science,Cybersecurity Analyst,"Computer, Math"
7944,53,100,51,78,83,59,77,Writing,Science,Game Developer,"Computer, Math"
7945,52,59,56,80,70,70,71,Event Management,Arts,Graphic Designer,"Arts, Computer"
7946,91,81,62,91,88,55,67,Healthcare,Math,Blockchain Developer,"Computer, Math"
7947,91,92,76,99,74,97,54,Sports,Arts,Fashion Designer,Arts
7948,72,79,85,76,93,91,95,Painting,PE,Sports Physiotherapist,"PE, Biology"
7949,55,96,52,91,93,78,85,Leadership,Science,Game Developer,"Computer, Math"
7950,77,65,99,60,90,96,50,Sports,English,Public Relations Manager,"English, Social Studies"
7951,65,50,69,59,83,78,90,Writing,PE,Fitness Entrepreneur,"PE, Business Studies"
7952,59,81,72,83,77,89,79,Leadership,Social,Sociologist,Social Studies
7953,65,51,99,61,69,90,50,Nature,English,Content Creator,English
7954,66,53,50,100,64,68,59,Coding,Arts,Graphic Designer,"Arts, Computer"
7955,51,55,90,84,74,63,63,History,English,Digital Marketer,"English, Business Studies"
7956,58,93,75,100,85,86,53,Sports,Arts,Animator,"Arts, Computer"
7957,98,83,62,65,93,61,79,Coding,Math,Scientist,"Math, Science"
7958,82,58,84,80,91,96,96,Nature,Social,Historian,"History, Social Studies"
7959,68,74,74,61,64,80,73,Teaching,Social,Political Scientist,"History, Social Studies"
7960,98,59,90,68,55,65,56,Robotics,Math,Doctor,"Biology, Science"
7961,57,55,87,76,52,78,89,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
7962,75,78,96,84,84,93,78,Sports,English,Public Relations Manager,"English, Social Studies"
7963,76,76,67,64,67,88,54,History,Social,Counselor,"Social Studies, Biology"
7964,58,94,91,59,80,73,52,Robotics,Science,Scientist,"Math, Science"
7965,88,97,76,59,98,53,62,History,Computer,Blockchain Developer,"Computer, Math"
7966,75,71,72,84,77,70,88,Painting,PE,Sports Physiotherapist,"PE, Biology"
7967,62,79,63,57,59,94,76,Healthcare,Social,Sociologist,Social Studies
7968,81,50,83,78,91,50,80,Healthcare,Computer,Game Developer,"Computer, Math"
7969,92,71,60,51,96,97,71,Writing,Social,Political Scientist,"History, Social Studies"
7970,96,79,53,97,100,58,62,Nature,Computer,Software Developer,"Computer, Math"
7971,80,68,52,98,63,73,85,Painting,Arts,Graphic Designer,"Arts, Computer"
7972,52,84,83,70,93,84,73,Event Management,Computer,Software Developer,"Computer, Math"
7973,87,71,57,58,78,97,73,Leadership,Social,Political Scientist,"History, Social Studies"
7974,96,59,77,99,69,86,83,Writing,Arts,Animator,"Arts, Computer"
7975,83,81,51,62,54,98,79,Writing,Social,Sociologist,Social Studies
7976,53,51,53,57,94,67,54,Leadership,Computer,Software Developer,"Computer, Math"
7977,61,86,59,75,56,71,70,Robotics,Science,Engineer,"Math, Computer, Science"
7978,57,51,79,88,74,92,77,Writing,Social,Historian,"History, Social Studies"
7979,86,51,86,66,98,79,73,Writing,Computer,Software Developer,"Computer, Math"
7980,78,81,93,84,71,88,81,Painting,English,Journalist,"English, Social Studies"
7981,61,81,84,79,52,86,96,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
7982,91,94,90,63,93,86,56,Coding,Science,Scientist,"Math, Science"
7983,55,70,84,91,72,87,76,Leadership,Arts,Interior Designer,"Arts, Math"
7984,78,81,63,72,57,61,89,History,PE,Fitness Entrepreneur,"PE, Business Studies"
7985,89,94,94,85,89,95,92,Nature,Social,Counselor,"Social Studies, Biology"
7986,70,85,53,78,66,57,77,Sports,Science,Game Developer,"Computer, Math"
7987,70,75,91,79,85,74,92,Sports,PE,Athlete,"PE, Biology"
7988,61,51,59,58,96,60,64,Painting,Computer,Cybersecurity Analyst,"Computer, Math"
7989,96,67,83,78,57,99,83,Finance,Social,Political Scientist,"History, Social Studies"
7990,95,91,94,90,92,66,84,Leadership,Math,Cybersecurity Analyst,"Computer, Math"
7991,92,57,100,94,72,59,51,Nature,English,Journalist,"English, Social Studies"
7992,51,69,74,64,73,87,68,Sports,Social,Political Scientist,"History, Social Studies"
7993,60,62,94,58,70,59,83,Finance,English,Public Relations Manager,"English, Social Studies"
7994,81,85,51,89,66,73,68,Painting,Arts,Fashion Designer,Arts
7995,66,67,68,65,52,65,53,Writing,English,Journalist,"English, Social Studies"
7996,59,68,80,79,75,53,82,Finance,PE,Coach,"PE, Biology"
7997,90,94,91,87,66,64,65,Writing,Science,Software Developer,"Computer, Math"
7998,93,71,97,52,83,53,81,Finance,English,Digital Marketer,"English, Business Studies"
7999,84,76,92,89,58,75,53,Finance,English,Public Relations Manager,"English, Social Studies"
8000,91,76,67,95,63,87,97,Writing,PE,Sports Physiotherapist,"PE, Biology"
8001,94,68,98,62,51,75,75,Teaching,English,Public Relations Manager,"English, Social Studies"
8002,56,88,63,55,95,56,90,History,Computer,Blockchain Developer,"Computer, Math"
8003,55,77,78,100,91,61,58,Writing,Arts,Interior Designer,"Arts, Math"
8004,83,58,89,79,54,66,88,Leadership,English,Digital Marketer,"English, Business Studies"
8005,100,67,100,57,97,99,54,History,Math,Cybersecurity Analyst,"Computer, Math"
8006,75,52,66,65,69,86,77,Leadership,Social,Counselor,"Social Studies, Biology"
8007,56,62,72,84,55,60,91,Leadership,PE,Coach,"PE, Biology"
8008,99,73,52,55,60,89,54,Event Management,Math,Blockchain Developer,"Computer, Math"
8009,86,56,88,85,95,56,89,Writing,Computer,Game Developer,"Computer, Math"
8010,65,98,64,67,58,89,98,Coding,Science,Astronomer,"Math, Science"
8011,60,75,78,62,89,87,80,Nature,Computer,Cybersecurity Analyst,"Computer, Math"
8012,96,62,83,97,68,97,80,Robotics,Arts,Interior Designer,"Arts, Math"
8013,88,88,77,91,72,87,75,Teaching,Arts,Interior Designer,"Arts, Math"
8014,93,57,97,57,59,67,93,Writing,English,Journalist,"English, Social Studies"
8015,86,100,96,85,89,77,79,Event Management,Science,Game Developer,"Computer, Math"
8016,80,89,59,95,94,73,51,Leadership,Arts,Graphic Designer,"Arts, Computer"
8017,68,54,71,78,57,74,52,Healthcare,Arts,Interior Designer,"Arts, Math"
8018,93,74,97,88,93,65,83,Nature,English,Digital Marketer,"English, Business Studies"
8019,62,70,95,92,53,56,67,Event Management,English,Content Creator,English
8020,68,62,92,93,91,100,54,History,Social,Counselor,"Social Studies, Biology"
8021,68,92,50,71,82,100,53,Leadership,Social,Sociologist,Social Studies
8022,59,65,95,99,79,70,80,Teaching,Arts,Fashion Designer,Arts
8023,80,59,88,81,81,87,75,Coding,English,Digital Marketer,"English, Business Studies"
8024,51,84,86,84,51,67,94,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
8025,98,93,66,63,92,69,53,Writing,Math,Blockchain Developer,"Computer, Math"
8026,92,80,95,90,68,79,77,History,English,Journalist,"English, Social Studies"
8027,50,92,81,97,86,88,80,Teaching,Arts,Fashion Designer,Arts
8028,85,76,92,56,92,81,79,Sports,English,Content Creator,English
8029,53,74,95,97,76,58,53,Painting,Arts,Graphic Designer,"Arts, Computer"
8030,79,96,92,83,100,82,57,Robotics,Computer,Scientist,"Math, Science"
8031,100,70,89,85,72,85,96,Leadership,Math,Software Developer,"Computer, Math"
8032,79,61,64,77,94,59,100,Event Management,PE,Coach,"PE, Biology"
8033,73,72,53,62,91,71,60,Event Management,Computer,Blockchain Developer,"Computer, Math"
8034,97,90,86,61,64,84,68,Healthcare,Math,Game Developer,"Computer, Math"
8035,73,72,91,88,67,73,77,Coding,English,Digital Marketer,"English, Business Studies"
8036,76,63,99,69,85,94,84,Painting,English,Public Relations Manager,"English, Social Studies"
8037,91,97,83,96,80,72,69,Robotics,Science,Engineer,"Math, Computer, Science"
8038,86,61,61,99,84,81,65,Teaching,Arts,Animator,"Arts, Computer"
8039,73,94,56,79,83,69,66,Painting,Science,Game Developer,"Computer, Math"
8040,98,98,57,91,88,55,79,Healthcare,Math,Software Developer,"Computer, Math"
8041,69,79,95,94,71,72,99,Sports,PE,Fitness Entrepreneur,"PE, Business Studies"
8042,55,82,94,53,92,96,98,Finance,PE,Fitness Entrepreneur,"PE, Business Studies"
8043,95,50,57,74,68,100,99,History,Social,Political Scientist,"History, Social Studies"
8044,79,72,88,55,51,67,68,Finance,English,Content Creator,English
8045,62,67,59,76,63,87,68,Nature,Social,Counselor,"Social Studies, Biology"
8046,78,83,53,98,55,53,52,Robotics,Arts,Fashion Designer,Arts
8047,73,79,62,61,64,94,50,Sports,Social,Political Scientist,"History, Social Studies"
8048,88,76,87,96,74,55,87,Event Management,Arts,Graphic Designer,"Arts, Computer"
8049,96,50,100,93,64,95,87,Painting,English,Journalist,"English, Social Studies"
8050,76,78,62,99,87,58,57,Finance,Arts,Graphic Designer,"Arts, Computer"
8051,98,53,95,89,85,90,57,Teaching,Math,Game Developer,"Computer, Math"
8052,100,97,76,94,99,62,93,Nature,Math,Cybersecurity Analyst,"Computer, Math"
8053,97,65,83,99,73,72,66,History,Arts,Fashion Designer,Arts
8054,50,79,71,93,78,97,90,Leadership,Social,Historian,"History, Social Studies"
8055,69,100,88,56,64,60,90,Writing,Science,Game Developer,"Computer, Math"
8056,84,99,76,68,75,96,98,Finance,Science,Blockchain Developer,"Computer, Math"
8057,64,51,93,58,63,83,76,Coding,English,Journalist,"English, Social Studies"
8058,55,79,68,94,85,66,95,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
8059,58,53,54,66,77,79,57,Teaching,Social,Counselor,"Social Studies, Biology"
8060,66,78,82,89,80,88,54,Healthcare,Arts,Fashion Designer,Arts
8061,78,98,77,71,77,82,55,Leadership,Science,Cybersecurity Analyst,"Computer, Math"
8062,87,64,99,60,79,71,96,Finance,English,Public Relations Manager,"English, Social Studies"
8063,95,80,87,65,99,77,67,Finance,Computer,Game Developer,"Computer, Math"
8064,66,63,86,86,74,51,79,Teaching,English,Public Relations Manager,"English, Social Studies"
8065,64,56,79,78,91,69,79,Healthcare,Computer,Software Developer,"Computer, Math"
8066,58,84,67,91,56,76,75,Finance,Arts,Animator,"Arts, Computer"
8067,61,75,98,82,91,80,76,Writing,English,Journalist,"English, Social Studies"
8068,96,90,68,98,75,53,50,Coding,Arts,Graphic Designer,"Arts, Computer"
8069,87,97,94,69,66,76,79,Sports,Science,Software Developer,"Computer, Math"
8070,63,91,72,74,91,79,50,Writing,Science,Blockchain Developer,"Computer, Math"
8071,62,77,93,99,64,59,98,History,Arts,Interior Designer,"Arts, Math"
8072,60,69,54,66,86,85,58,Teaching,Computer,Software Developer,"Computer, Math"
8073,56,56,65,74,83,55,50,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
8074,99,57,54,63,89,91,70,Teaching,Math,Blockchain Developer,"Computer, Math"
8075,61,66,100,57,74,53,58,Healthcare,English,Public Relations Manager,"English, Social Studies"
8076,83,77,75,83,82,89,88,Finance,Social,Counselor,"Social Studies, Biology"
8077,92,52,87,99,74,63,57,Nature,Arts,Interior Designer,"Arts, Math"
8078,86,98,88,97,87,93,78,Healthcare,Science,Software Developer,"Computer, Math"
8079,61,81,51,69,62,81,84,Robotics,PE,Athlete,"PE, Biology"
8080,81,62,54,54,68,85,69,Sports,Social,Counselor,"Social Studies, Biology"
8081,82,62,75,68,70,56,63,Leadership,Math,Game Developer,"Computer, Math"
8082,54,82,64,97,70,70,81,Painting,Arts,Graphic Designer,"Arts, Computer"
8083,99,84,63,75,84,64,75,Sports,Math,Game Developer,"Computer, Math"
8084,53,88,77,63,98,97,98,Finance,Computer,Blockchain Developer,"Computer, Math"
8085,96,100,52,64,79,80,65,Robotics,Science,Astronomer,"Math, Science"
8086,85,72,94,73,89,63,56,Writing,English,Content Creator,English
8087,59,73,78,55,95,75,99,Leadership,PE,Fitness Entrepreneur,"PE, Business Studies"
8088,96,98,88,68,80,96,79,Leadership,Science,Blockchain Developer,"Computer, Math"
8089,92,89,94,91,96,83,90,Finance,Computer,Blockchain Developer,"Computer, Math"
8090,91,81,66,51,85,56,73,Event Management,Math,Game Developer,"Computer, Math"
8091,98,56,51,51,57,98,78,Healthcare,Math,Software Developer,"Computer, Math"
8092,57,69,76,70,60,52,64,History,English,Journalist,"English, Social Studies"
8093,53,59,85,82,80,65,88,Robotics,PE,Sports Physiotherapist,"PE, Biology"
8094,56,61,57,80,96,79,56,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
8095,61,99,81,96,57,57,94,Healthcare,Science,Blockchain Developer,"Computer, Math"
8096,90,79,74,62,53,63,68,Writing,Math,Cybersecurity Analyst,"Computer, Math"
8097,55,65,98,75,60,66,57,Painting,English,Content Creator,English
8098,56,59,82,54,69,52,99,Nature,PE,Sports Physiotherapist,"PE, Biology"
8099,75,87,78,75,73,50,70,Painting,Science,Cybersecurity Analyst,"Computer, Math"
8100,93,50,61,80,80,54,70,Teaching,Math,Software Developer,"Computer, Math"
8101,57,54,97,87,59,91,73,Event Management,English,Public Relations Manager,"English, Social Studies"
8102,58,98,99,77,70,88,88,Healthcare,English,Content Creator,English
8103,80,95,52,93,65,69,72,Robotics,Science,Scientist,"Math, Science"
8104,53,75,53,88,92,84,97,Finance,PE,Coach,"PE, Biology"
8105,64,83,96,87,50,71,59,Healthcare,English,Content Creator,English
8106,50,55,73,57,56,70,80,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
8107,55,70,61,93,83,87,85,Healthcare,Arts,Interior Designer,"Arts, Math"
8108,62,99,90,86,72,88,90,Event Management,Science,Cybersecurity Analyst,"Computer, Math"
8109,100,94,57,61,58,62,67,Sports,Math,Software Developer,"Computer, Math"
8110,50,60,52,98,86,72,71,Writing,Arts,Animator,"Arts, Computer"
8111,98,85,58,86,92,85,68,Writing,Math,Cybersecurity Analyst,"Computer, Math"
8112,63,88,91,54,64,91,76,Leadership,English,Journalist,"English, Social Studies"
8113,61,78,61,54,98,71,90,Teaching,Computer,Game Developer,"Computer, Math"
8114,51,63,59,98,82,62,74,Healthcare,Arts,Graphic Designer,"Arts, Computer"
8115,50,88,98,96,77,68,81,Robotics,English,Content Creator,English
8116,100,88,67,91,81,99,86,Finance,Math,Cybersecurity Analyst,"Computer, Math"
8117,81,61,75,69,62,78,54,Healthcare,Math,Game Developer,"Computer, Math"
8118,90,74,62,95,85,100,87,Leadership,Social,Historian,"History, Social Studies"
8119,54,75,98,78,96,75,76,Event Management,English,Public Relations Manager,"English, Social Studies"
8120,77,81,68,94,82,59,91,Nature,Arts,Interior Designer,"Arts, Math"
8121,52,59,69,70,86,51,52,Nature,Computer,Software Developer,"Computer, Math"
8122,83,76,65,81,50,79,74,Healthcare,Math,Cybersecurity Analyst,"Computer, Math"
8123,95,69,75,84,72,87,67,Nature,Math,Game Developer,"Computer, Math"
8124,60,59,73,63,66,67,55,Teaching,English,Public Relations Manager,"English, Social Studies"
8125,97,84,70,83,71,86,71,Robotics,Math,Astronomer,"Math, Science"
8126,94,92,70,83,81,100,77,Sports,Social,Counselor,"Social Studies, Biology"
8127,97,86,56,80,77,91,55,Coding,Math,Doctor,"Biology, Science"
8128,86,55,68,69,55,77,82,Robotics,Math,Engineer,"Math, Computer, Science"
8129,65,98,86,78,83,92,96,History,Science,Game Developer,"Computer, Math"
8130,73,74,61,77,91,76,73,Healthcare,Computer,Game Developer,"Computer, Math"
8131,91,55,86,61,97,86,90,Coding,Computer,Doctor,"Biology, Science"
8132,61,56,65,55,53,66,66,Healthcare,Social,Counselor,"Social Studies, Biology"
8133,80,75,80,91,78,81,89,History,Arts,Animator,"Arts, Computer"
8134,84,57,65,53,77,76,73,Painting,Math,Blockchain Developer,"Computer, Math"
8135,88,55,80,65,68,67,69,Writing,Math,Game Developer,"Computer, Math"
8136,61,95,62,60,69,78,81,Robotics,Science,Doctor,"Biology, Science"
8137,50,87,78,97,55,98,99,Event Management,PE,Coach,"PE, Biology"
8138,87,56,63,53,52,89,76,Event Management,Social,Political Scientist,"History, Social Studies"
8139,52,99,72,71,94,64,71,Robotics,Science,Engineer,"Math, Computer, Science"
8140,74,51,63,78,57,84,69,Robotics,Social,Political Scientist,"History, Social Studies"
8141,90,87,64,52,89,61,96,Writing,PE,Athlete,"PE, Biology"
8142,73,92,98,76,98,61,53,Healthcare,English,Digital Marketer,"English, Business Studies"
8143,82,78,67,87,69,76,65,Painting,Arts,Animator,"Arts, Computer"
8144,66,51,58,68,83,96,83,Finance,Social,Historian,"History, Social Studies"
8145,92,100,55,71,54,92,96,Sports,Science,Software Developer,"Computer, Math"
8146,68,97,61,76,95,62,67,Event Management,Science,Cybersecurity Analyst,"Computer, Math"
8147,68,100,52,50,66,89,55,Finance,Science,Software Developer,"Computer, Math"
8148,87,84,51,56,68,57,67,Sports,Math,Software Developer,"Computer, Math"
8149,55,59,54,50,97,75,63,Event Management,Computer,Cybersecurity Analyst,"Computer, Math"
8150,64,80,62,55,83,56,60,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
8151,95,62,63,55,86,94,92,Event Management,Math,Software Developer,"Computer, Math"
8152,96,88,71,62,54,100,53,Robotics,Social,Sociologist,Social Studies
8153,80,73,91,56,77,67,90,Teaching,English,Digital Marketer,"English, Business Studies"
8154,79,89,99,64,82,63,69,Event Management,English,Content Creator,English
8155,84,82,72,71,67,96,90,Nature,Social,Historian,"History, Social Studies"
8156,56,74,67,99,53,81,86,Painting,Arts,Animator,"Arts, Computer"
8157,57,87,54,81,59,57,60,Event Management,Science,Game Developer,"Computer, Math"
8158,97,93,87,81,81,63,67,Nature,Math,Software Developer,"Computer, Math"
8159,60,70,87,86,74,90,91,Finance,PE,Fitness Entrepreneur,"PE, Business Studies"
8160,53,100,76,56,82,91,64,Coding,Science,Engineer,"Math, Computer, Science"
8161,94,96,69,100,78,77,54,Sports,Arts,Fashion Designer,Arts
8162,73,53,52,52,76,72,86,Nature,PE,Athlete,"PE, Biology"
8163,88,94,74,96,89,97,91,Robotics,Social,Sociologist,Social Studies
8164,83,100,69,81,99,59,82,History,Science,Cybersecurity Analyst,"Computer, Math"
8165,84,78,81,63,68,56,66,Robotics,Math,Scientist,"Math, Science"
8166,52,73,71,84,52,53,55,Event Management,Arts,Interior Designer,"Arts, Math"
8167,64,63,72,66,78,51,77,Leadership,Computer,Game Developer,"Computer, Math"
8168,72,84,84,84,74,57,78,Coding,Science,Astronomer,"Math, Science"
8169,60,51,99,83,72,99,81,History,English,Public Relations Manager,"English, Social Studies"
8170,84,59,66,66,56,58,60,Event Management,Math,Software Developer,"Computer, Math"
8171,74,59,86,78,56,74,100,Painting,PE,Coach,"PE, Biology"
8172,89,98,95,96,98,63,52,Finance,Science,Game Developer,"Computer, Math"
8173,59,71,84,68,80,68,53,Painting,English,Journalist,"English, Social Studies"
8174,95,77,54,83,99,97,54,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
8175,50,71,89,93,95,58,95,Teaching,Computer,Blockchain Developer,"Computer, Math"
8176,74,92,53,65,66,89,50,Coding,Science,Scientist,"Math, Science"
8177,56,52,66,78,67,68,70,History,Arts,Graphic Designer,"Arts, Computer"
8178,50,80,70,99,88,60,55,Robotics,Arts,Interior Designer,"Arts, Math"
8179,79,83,79,51,92,91,99,Event Management,PE,Fitness Entrepreneur,"PE, Business Studies"
8180,79,97,89,59,88,55,63,Writing,Science,Software Developer,"Computer, Math"
8181,60,79,84,57,89,60,57,Coding,Computer,Astronomer,"Math, Science"
8182,77,96,66,95,74,66,71,Teaching,Science,Cybersecurity Analyst,"Computer, Math"
8183,63,59,75,59,95,66,59,Coding,Computer,Astronomer,"Math, Science"
8184,61,50,82,90,84,100,54,Sports,Social,Sociologist,Social Studies
8185,68,84,89,82,92,67,89,Finance,Computer,Game Developer,"Computer, Math"
8186,70,55,85,86,57,96,59,Nature,Social,Political Scientist,"History, Social Studies"
8187,65,52,99,82,90,78,80,Writing,English,Public Relations Manager,"English, Social Studies"
8188,71,86,82,57,57,67,64,Writing,Science,Software Developer,"Computer, Math"
8189,71,63,83,76,55,57,90,Healthcare,PE,Coach,"PE, Biology"
8190,52,95,64,93,84,70,74,Nature,Science,Cybersecurity Analyst,"Computer, Math"
8191,86,87,94,100,84,53,70,Event Management,Arts,Fashion Designer,Arts
8192,67,88,99,72,69,74,74,Teaching,English,Content Creator,English
8193,84,55,74,61,87,52,83,Healthcare,Computer,Cybersecurity Analyst,"Computer, Math"
8194,68,77,57,82,55,98,74,Painting,Social,Counselor,"Social Studies, Biology"
8195,84,100,89,74,71,88,58,Robotics,Science,Astronomer,"Math, Science"
8196,97,69,93,58,69,89,96,Nature,Math,Game Developer,"Computer, Math"
8197,60,64,57,94,80,88,100,Event Management,PE,Athlete,"PE, Biology"
8198,99,53,93,51,82,87,85,Healthcare,Math,Game Developer,"Computer, Math"
8199,51,79,93,86,54,60,57,Sports,English,Content Creator,English
8200,80,71,76,100,91,82,58,History,Arts,Animator,"Arts, Computer"
8201,93,71,64,84,98,66,91,Teaching,Computer,Cybersecurity Analyst,"Computer, Math"
8202,72,51,58,60,59,71,98,Writing,PE,Sports Physiotherapist,"PE, Biology"
8203,89,52,94,58,96,75,76,Sports,Computer,Software Developer,"Computer, Math"
8204,51,69,77,51,76,72,53,Writing,English,Journalist,"English, Social Studies"
8205,81,79,74,85,75,64,85,Event Management,Arts,Fashion Designer,Arts
8206,76,60,78,71,70,72,94,Painting,PE,Fitness Entrepreneur,"PE, Business Studies"
8207,92,51,82,72,77,90,76,History,Math,Blockchain Developer,"Computer, Math"
8208,62,94,88,73,58,93,69,Sports,Science,Blockchain Developer,"Computer, Math"
8209,51,58,74,54,68,82,67,Leadership,Social,Counselor,"Social Studies, Biology"
8210,83,91,75,62,58,93,81,Sports,Social,Political Scientist,"History, Social Studies"
8211,90,64,91,99,58,69,56,Writing,Arts,Animator,"Arts, Computer"
8212,80,59,64,71,53,72,56,Teaching,Math,Software Developer,"Computer, Math"
8213,55,74,96,99,100,81,96,Event Management,Computer,Cybersecurity Analyst,"Computer, Math"
8214,96,59,53,80,86,68,51,Teaching,Math,Software Developer,"Computer, Math"
8215,77,86,65,92,79,50,72,History,Arts,Interior Designer,"Arts, Math"
8216,84,57,69,59,86,56,69,Event Management,Computer,Blockchain Developer,"Computer, Math"
8217,99,63,77,68,95,76,60,Leadership,Math,Blockchain Developer,"Computer, Math"
8218,93,70,52,82,70,95,91,Healthcare,Social,Counselor,"Social Studies, Biology"
8219,53,60,75,57,99,89,66,Robotics,Computer,Scientist,"Math, Science"
8220,51,55,79,59,55,57,88,Finance,PE,Fitness Entrepreneur,"PE, Business Studies"
8221,68,70,82,83,94,81,78,Coding,Computer,Astronomer,"Math, Science"
8222,53,71,63,87,95,51,88,Nature,Computer,Blockchain Developer,"Computer, Math"
8223,70,68,80,61,80,54,92,Robotics,PE,Sports Physiotherapist,"PE, Biology"
8224,68,62,86,71,83,96,56,Painting,Social,Political Scientist,"History, Social Studies"
8225,65,74,66,54,80,72,61,Sports,Computer,Game Developer,"Computer, Math"
8226,53,59,69,65,98,54,61,Leadership,Computer,Blockchain Developer,"Computer, Math"
8227,84,61,66,60,52,93,52,Coding,Social,Historian,"History, Social Studies"
8228,88,52,50,64,60,74,97,Writing,PE,Fitness Entrepreneur,"PE, Business Studies"
8229,56,51,95,60,91,72,99,Painting,PE,Athlete,"PE, Biology"
8230,100,91,88,97,73,95,83,Event Management,Math,Blockchain Developer,"Computer, Math"
